store_id,item_id,cluster,cluster_label,average_demand,demand_variability,coefficient_of_variation,forecast_error,absolute_forecast_error,forecast_demand,recommended_stock
store_43,item_35,1,Permintaan Tinggi,27.08,7.51,0.2773,-1.27,2.86,28.35,48
store_43,item_36,0,Permintaan Rendah,14.95,4.97,0.3325,-7.19,7.24,22.14,42
store_43,item_37,1,Permintaan Tinggi,35.16,9.12,0.2595,10.53,10.53,24.63,44
store_43,item_38,1,Permintaan Tinggi,35.98,8.34,0.2317,16.31,16.31,19.68,40
store_43,item_39,1,Permintaan Tinggi,29.84,7.39,0.2477,4.8,5.08,25.04,45
store_43,item_4,0,Permintaan Rendah,20.34,5.4,0.2655,0.52,2.8,19.82,40
store_43,item_40,1,Permintaan Tinggi,36.06,8.87,0.2461,11.19,11.19,24.87,45
store_43,item_41,0,Permintaan Rendah,27.05,7.04,0.2603,5.98,6.1,21.07,41
store_43,item_42,1,Permintaan Tinggi,27.51,7.0,0.2543,1.11,2.98,26.4,46
store_43,item_43,0,Permintaan Rendah,25.21,6.33,0.2509,2.97,3.61,22.24,42
store_43,item_44,0,Permintaan Rendah,11.74,4.04,0.3444,-8.0,8.0,19.74,40
store_43,item_45,1,Permintaan Tinggi,30.49,8.18,0.2682,7.36,7.41,23.13,43
store_43,item_46,0,Permintaan Rendah,15.0,4.92,0.3283,-9.75,9.76,24.75,45
store_43,item_47,1,Permintaan Tinggi,41.3,9.69,0.2346,15.4,15.4,25.9,46
store_43,item_48,0,Permintaan Rendah,13.88,4.47,0.3221,-9.39,9.39,23.27,43
store_43,item_49,0,Permintaan Rendah,17.21,5.02,0.2916,-3.74,4.26,20.95,41
store_43,item_5,1,Permintaan Tinggi,38.83,9.71,0.2501,16.01,16.01,22.82,43
store_43,item_50,0,Permintaan Rendah,12.48,4.12,0.3304,-10.35,10.36,22.83,43
store_43,item_6,0,Permintaan Rendah,23.06,5.94,0.2577,-3.28,3.69,26.34,46
store_43,item_7,0,Permintaan Rendah,20.27,5.38,0.2657,-1.02,2.59,21.28,41
store_43,item_8,1,Permintaan Tinggi,28.97,6.88,0.2375,5.44,5.49,23.53,43
store_43,item_9,0,Permintaan Rendah,15.66,4.57,0.2917,-7.49,7.53,23.15,43
store_44,item_1,1,Permintaan Tinggi,43.48,10.86,0.2497,19.07,19.07,24.41,44
store_44,item_10,1,Permintaan Tinggi,38.06,9.99,0.2624,11.95,11.96,26.11,46
store_44,item_11,0,Permintaan Rendah,13.18,4.15,0.3148,-12.75,12.75,25.93,46
store_44,item_12,1,Permintaan Tinggi,36.66,9.41,0.2566,11.57,11.58,25.08,45
store_44,item_13,1,Permintaan Tinggi,43.86,10.76,0.2452,15.26,15.26,28.59,48
store_44,item_14,1,Permintaan Tinggi,37.21,9.52,0.2558,10.83,10.84,26.38,46
store_44,item_15,0,Permintaan Rendah,18.17,5.71,0.3142,-3.41,3.86,21.58,41
store_44,item_16,0,Permintaan Rendah,11.07,3.87,0.3494,-15.8,15.8,26.88,47
store_44,item_17,1,Permintaan Tinggi,38.29,8.72,0.2278,15.32,15.32,22.96,43
store_44,item_18,1,Permintaan Tinggi,34.8,7.91,0.2273,11.75,11.75,23.05,43
store_44,item_19,1,Permintaan Tinggi,35.5,8.29,0.2336,13.48,13.48,22.02,42
store_44,item_2,0,Permintaan Rendah,21.86,6.04,0.2762,-2.33,3.34,24.19,44
store_44,item_20,1,Permintaan Tinggi,37.17,9.28,0.2498,17.56,17.56,19.61,39
store_44,item_21,0,Permintaan Rendah,14.02,4.16,0.2968,-10.51,10.51,24.52,44
store_44,item_22,0,Permintaan Rendah,23.08,6.12,0.2651,-1.32,2.69,24.4,44
store_44,item_23,1,Permintaan Tinggi,42.49,10.14,0.2385,19.96,19.96,22.54,42
store_44,item_24,0,Permintaan Rendah,15.02,4.69,0.3122,-10.72,10.72,25.74,46
store_44,item_25,1,Permintaan Tinggi,40.67,9.53,0.2342,17.19,17.19,23.48,43
store_44,item_26,1,Permintaan Tinggi,31.23,7.18,0.2298,7.76,7.8,23.47,43
store_44,item_27,0,Permintaan Rendah,21.97,5.95,0.2708,0.46,2.37,21.51,41
store_44,item_28,0,Permintaan Rendah,12.77,4.36,0.3415,-9.3,9.3,22.06,42
store_44,item_29,0,Permintaan Rendah,21.23,5.5,0.2591,-4.29,4.53,25.52,45
store_44,item_3,0,Permintaan Rendah,24.23,6.51,0.2686,1.76,2.77,22.47,42
store_44,item_30,0,Permintaan Rendah,22.13,5.99,0.2706,0.84,2.81,21.29,41
store_44,item_31,1,Permintaan Tinggi,35.65,8.25,0.2315,8.85,8.87,26.8,47
store_44,item_32,1,Permintaan Tinggi,32.14,7.94,0.247,8.96,8.96,23.18,43
store_44,item_33,1,Permintaan Tinggi,40.26,9.76,0.2423,17.99,17.99,22.27,42
store_44,item_34,1,Permintaan Tinggi,41.6,10.74,0.2583,18.02,18.02,23.58,43
store_44,item_35,0,Permintaan Rendah,26.51,6.97,0.263,2.03,3.17,24.48,44
store_44,item_36,0,Permintaan Rendah,14.73,4.7,0.319,-5.15,5.3,19.88,40
store_44,item_37,1,Permintaan Tinggi,35.19,8.99,0.2556,8.87,8.88,26.32,46
store_44,item_38,1,Permintaan Tinggi,35.77,7.71,0.2156,9.51,9.51,26.25,46
store_44,item_39,1,Permintaan Tinggi,30.55,8.61,0.2818,6.86,6.91,23.69,44
store_44,item_4,0,Permintaan Rendah,20.13,4.97,0.2468,-6.1,6.2,26.23,46
store_44,item_40,1,Permintaan Tinggi,36.52,8.85,0.2423,10.58,10.58,25.94,46
store_44,item_41,0,Permintaan Rendah,27.35,6.5,0.2377,7.43,7.43,19.92,40
store_44,item_42,1,Permintaan Tinggi,28.65,7.95,0.2774,2.07,3.23,26.58,46
store_44,item_43,0,Permintaan Rendah,25.51,6.14,0.2406,2.67,3.31,22.83,43
store_44,item_44,0,Permintaan Rendah,11.81,4.11,0.3481,-14.18,14.18,25.99,46
store_44,item_45,1,Permintaan Tinggi,31.65,7.54,0.2384,7.38,7.49,24.27,44
store_44,item_46,0,Permintaan Rendah,15.0,4.43,0.2952,-7.39,7.42,22.39,42
store_44,item_47,1,Permintaan Tinggi,42.16,10.53,0.2498,19.75,19.75,22.41,42
store_44,item_48,0,Permintaan Rendah,14.01,4.53,0.3233,-7.75,7.75,21.76,42
store_44,item_49,0,Permintaan Rendah,17.7,4.91,0.2774,-6.18,6.23,23.88,44
store_44,item_5,1,Permintaan Tinggi,38.66,9.37,0.2425,16.43,16.43,22.23,42
store_44,item_50,0,Permintaan Rendah,12.45,4.1,0.3291,-8.04,8.06,20.49,40
store_44,item_6,0,Permintaan Rendah,23.2,6.02,0.2597,-0.38,2.52,23.57,43
store_44,item_7,0,Permintaan Rendah,20.34,5.26,0.2584,-1.84,3.0,22.19,42
store_44,item_8,1,Permintaan Tinggi,28.52,6.63,0.2327,2.06,2.96,26.45,46
store_44,item_9,0,Permintaan Rendah,15.89,5.21,0.3281,-6.51,6.54,22.4,42
store_45,item_1,1,Permintaan Tinggi,37.3,9.89,0.2651,8.66,8.69,28.65,49
store_45,item_10,1,Permintaan Tinggi,32.24,7.4,0.2295,8.43,8.43,23.82,44
store_45,item_11,0,Permintaan Rendah,11.54,3.92,0.3392,-9.02,9.02,20.56,40
store_45,item_12,1,Permintaan Tinggi,31.61,7.87,0.2489,8.68,8.7,22.93,43
store_45,item_13,1,Permintaan Tinggi,37.4,8.77,0.2345,12.74,12.74,24.65,45
store_45,item_14,1,Permintaan Tinggi,32.21,9.16,0.2843,5.24,5.49,26.97,47
store_45,item_15,0,Permintaan Rendah,14.87,4.67,0.3142,-8.64,8.64,23.51,43
store_45,item_16,0,Permintaan Rendah,9.28,3.68,0.3962,-13.94,13.94,23.23,43
store_45,item_17,1,Permintaan Tinggi,32.32,7.68,0.2376,7.92,7.93,24.4,44
store_45,item_18,1,Permintaan Tinggi,29.97,8.03,0.2679,5.32,5.51,24.65,45
store_45,item_19,1,Permintaan Tinggi,29.92,8.07,0.2697,6.27,6.34,23.65,44
store_45,item_2,0,Permintaan Rendah,19.15,5.46,0.285,-6.25,6.27,25.4,45
store_45,item_20,1,Permintaan Tinggi,30.38,7.63,0.2512,9.42,9.44,20.95,41
store_45,item_21,0,Permintaan Rendah,11.61,4.13,0.356,-13.35,13.35,24.96,45
store_45,item_22,0,Permintaan Rendah,19.67,5.26,0.2674,-1.38,2.94,21.05,41
store_45,item_23,1,Permintaan Tinggi,36.79,9.89,0.2689,14.67,14.67,22.12,42
store_45,item_24,0,Permintaan Rendah,12.1,4.39,0.3625,-9.16,9.16,21.26,41
store_45,item_25,1,Permintaan Tinggi,33.79,8.72,0.258,6.87,6.99,26.92,47
store_45,item_26,0,Permintaan Rendah,27.11,7.02,0.259,2.55,3.36,24.56,44
store_45,item_27,0,Permintaan Rendah,18.69,5.28,0.2823,0.31,2.59,18.38,38
store_45,item_28,0,Permintaan Rendah,10.74,3.86,0.3599,-11.67,11.67,22.41,42
store_45,item_29,0,Permintaan Rendah,18.2,5.3,0.2912,-2.37,3.14,20.57,40
store_45,item_3,0,Permintaan Rendah,20.52,5.96,0.2903,-0.09,2.44,20.61,40
store_45,item_30,0,Permintaan Rendah,18.61,5.56,0.2988,-5.49,5.78,24.11,44
store_45,item_31,1,Permintaan Tinggi,29.72,7.93,0.2669,8.09,8.12,21.63,41
store_45,item_32,0,Permintaan Rendah,27.2,6.51,0.2393,7.2,7.28,19.99,40
store_45,item_33,1,Permintaan Tinggi,34.4,8.68,0.2522,14.42,14.42,19.98,40
store_45,item_34,1,Permintaan Tinggi,33.94,8.48,0.2497,9.88,9.88,24.06,44
store_45,item_35,0,Permintaan Rendah,22.98,6.19,0.2695,0.25,2.65,22.72,43
store_45,item_36,0,Permintaan Rendah,12.8,4.49,0.3506,-10.11,10.11,22.91,43
store_45,item_37,1,Permintaan Tinggi,29.82,7.87,0.2638,6.65,6.75,23.17,43
store_45,item_38,1,Permintaan Tinggi,31.27,7.75,0.2479,11.43,11.43,19.83,40
store_45,item_39,0,Permintaan Rendah,25.53,6.07,0.2377,1.26,2.79,24.28,44
store_45,item_4,0,Permintaan Rendah,17.47,4.78,0.2739,-7.74,7.74,25.2,45
store_45,item_40,1,Permintaan Tinggi,30.75,7.46,0.2427,7.7,7.71,23.05,43
store_45,item_41,0,Permintaan Rendah,23.93,6.69,0.2796,0.44,2.58,23.49,43
store_45,item_42,0,Permintaan Rendah,23.54,6.14,0.2608,-0.45,2.5,23.99,44
store_45,item_43,0,Permintaan Rendah,21.38,5.8,0.2713,-2.28,3.33,23.65,44
store_45,item_44,0,Permintaan Rendah,9.94,3.82,0.3841,-13.07,13.07,23.01,43
store_45,item_45,0,Permintaan Rendah,26.61,6.87,0.2582,1.8,2.98,24.81,45
store_45,item_46,0,Permintaan Rendah,12.14,3.77,0.3108,-10.77,10.77,22.91,43
store_45,item_47,1,Permintaan Tinggi,36.41,9.65,0.265,17.06,17.06,19.35,39
store_45,item_48,0,Permintaan Rendah,11.83,3.65,0.3085,-11.37,11.37,23.19,43
store_45,item_49,0,Permintaan Rendah,15.18,4.73,0.3114,-8.51,8.51,23.7,44
store_45,item_5,1,Permintaan Tinggi,32.76,8.88,0.2711,8.34,8.4,24.42,44
store_45,item_50,0,Permintaan Rendah,10.61,4.07,0.3837,-15.32,15.32,25.94,46
store_45,item_6,0,Permintaan Rendah,18.95,5.11,0.2697,-4.09,4.31,23.03,43
store_45,item_7,0,Permintaan Rendah,17.23,5.14,0.2984,-7.93,7.93,25.16,45
store_45,item_8,0,Permintaan Rendah,24.82,6.62,0.2669,-2.01,3.15,26.83,47
store_45,item_9,0,Permintaan Rendah,13.07,3.91,0.2991,-8.23,8.26,21.3,41
store_46,item_1,1,Permintaan Tinggi,37.26,7.93,0.2129,17.53,17.53,19.73,40
store_46,item_10,1,Permintaan Tinggi,32.69,7.98,0.2443,11.51,11.51,21.18,41
store_46,item_11,0,Permintaan Rendah,11.38,3.7,0.325,-10.22,10.22,21.6,41
store_46,item_12,1,Permintaan Tinggi,31.31,7.69,0.2457,8.38,8.39,22.93,43
store_46,item_13,1,Permintaan Tinggi,37.29,9.14,0.2452,14.79,14.79,22.5,42
store_46,item_14,1,Permintaan Tinggi,31.22,7.66,0.2453,11.58,11.58,19.64,39
store_46,item_15,0,Permintaan Rendah,15.18,5.11,0.3369,-7.56,7.61,22.74,43
store_46,item_16,0,Permintaan Rendah,9.74,3.78,0.3882,-10.59,10.59,20.33,40
store_46,item_17,1,Permintaan Tinggi,32.63,8.22,0.2518,6.03,6.16,26.6,46
store_46,item_18,1,Permintaan Tinggi,30.07,8.68,0.2887,6.31,6.39,23.76,44
store_46,item_19,1,Permintaan Tinggi,30.18,7.42,0.246,6.81,6.85,23.37,43
store_46,item_2,0,Permintaan Rendah,18.65,4.88,0.2615,-4.0,4.28,22.65,43
store_46,item_20,1,Permintaan Tinggi,31.83,8.09,0.254,6.89,7.02,24.94,45
store_46,item_21,0,Permintaan Rendah,11.28,4.56,0.404,-10.87,10.92,22.15,42
store_46,item_22,0,Permintaan Rendah,19.25,5.09,0.2646,-4.35,4.6,23.6,43
store_46,item_23,1,Permintaan Tinggi,36.29,9.56,0.2633,13.08,13.08,23.21,43
store_46,item_24,0,Permintaan Rendah,13.17,4.12,0.3128,-9.36,9.38,22.54,42
store_46,item_25,1,Permintaan Tinggi,33.99,8.13,0.2392,11.91,11.91,22.08,42
store_46,item_26,0,Permintaan Rendah,26.85,6.7,0.2494,0.99,2.63,25.86,46
store_46,item_27,0,Permintaan Rendah,18.98,5.16,0.2718,-4.24,4.44,23.23,43
store_46,item_28,0,Permintaan Rendah,11.16,3.84,0.344,-13.22,13.22,24.37,44
store_46,item_29,0,Permintaan Rendah,18.43,5.14,0.279,-5.29,5.46,23.72,44
store_46,item_3,0,Permintaan Rendah,20.7,5.89,0.2843,0.25,2.65,20.45,40
store_46,item_30,0,Permintaan Rendah,18.93,5.4,0.2854,-1.65,3.33,20.59,40
store_46,item_31,1,Permintaan Tinggi,30.01,7.17,0.2389,5.86,5.96,24.14,44
store_46,item_32,0,Permintaan Rendah,27.82,7.44,0.2674,5.67,5.83,22.14,42
store_46,item_33,1,Permintaan Tinggi,35.02,9.14,0.2611,10.51,10.51,24.51,44
store_46,item_34,1,Permintaan Tinggi,35.71,8.96,0.251,11.09,11.1,24.61,44
store_46,item_35,0,Permintaan Rendah,22.84,5.49,0.2403,0.31,2.57,22.53,42
store_46,item_36,0,Permintaan Rendah,12.79,4.58,0.3578,-10.54,10.54,23.33,43
store_46,item_37,1,Permintaan Tinggi,29.43,7.27,0.2472,7.84,7.84,21.59,41
store_46,item_38,1,Permintaan Tinggi,31.14,7.62,0.2447,5.35,5.48,25.79,46
store_46,item_39,0,Permintaan Rendah,25.46,6.91,0.2714,2.08,3.15,23.38,43
store_46,item_4,0,Permintaan Rendah,16.93,5.1,0.3013,-2.85,3.74,19.78,40
store_46,item_40,1,Permintaan Tinggi,31.21,7.98,0.2557,8.69,8.75,22.52,42
store_46,item_41,0,Permintaan Rendah,23.79,5.8,0.2439,0.32,2.48,23.48,43
store_46,item_42,0,Permintaan Rendah,24.2,5.97,0.2468,2.27,3.24,21.93,42
store_46,item_43,0,Permintaan Rendah,22.34,6.32,0.2829,-2.14,3.05,24.48,44
store_46,item_44,0,Permintaan Rendah,9.87,3.75,0.3802,-13.67,13.67,23.54,43
store_46,item_45,0,Permintaan Rendah,26.66,7.42,0.2783,0.67,2.77,25.99,46
store_46,item_46,0,Permintaan Rendah,12.33,4.5,0.3649,-10.29,10.3,22.62,42
store_46,item_47,1,Permintaan Tinggi,36.61,9.0,0.2458,12.09,12.09,24.52,44
store_46,item_48,0,Permintaan Rendah,12.35,4.24,0.3435,-8.98,8.99,21.32,41
store_46,item_49,0,Permintaan Rendah,15.48,4.69,0.303,-9.62,9.64,25.1,45
store_46,item_5,1,Permintaan Tinggi,33.18,8.38,0.2525,10.28,10.28,22.91,43
store_46,item_50,0,Permintaan Rendah,10.89,3.65,0.335,-11.44,11.44,22.33,42
store_46,item_6,0,Permintaan Rendah,19.27,5.53,0.2871,-5.27,5.37,24.54,44
store_46,item_7,0,Permintaan Rendah,17.22,5.0,0.2901,-4.09,4.45,21.32,41
store_46,item_8,0,Permintaan Rendah,25.27,6.71,0.2656,2.25,3.23,23.02,43
store_46,item_9,0,Permintaan Rendah,13.56,4.12,0.3041,-12.28,12.28,25.84,46
store_47,item_1,1,Permintaan Tinggi,37.3,9.77,0.2619,14.0,14.0,23.3,43
store_47,item_10,1,Permintaan Tinggi,31.95,8.0,0.2503,10.2,10.2,21.75,42
store_47,item_11,0,Permintaan Rendah,11.58,4.31,0.3725,-13.1,13.1,24.68,45
store_47,item_12,1,Permintaan Tinggi,30.67,7.59,0.2475,5.87,6.01,24.8,45
store_47,item_13,1,Permintaan Tinggi,36.84,8.98,0.2437,12.81,12.81,24.04,44
store_47,item_14,1,Permintaan Tinggi,31.47,7.29,0.2315,5.58,5.69,25.89,46
store_47,item_15,0,Permintaan Rendah,15.43,4.34,0.2812,-0.62,2.58,16.06,36
store_47,item_16,0,Permintaan Rendah,9.47,3.93,0.4152,-13.31,13.31,22.78,43
store_47,item_17,1,Permintaan Tinggi,32.31,7.35,0.2276,4.88,5.13,27.43,47
store_47,item_18,1,Permintaan Tinggi,29.92,8.18,0.2733,4.51,4.86,25.42,45
store_47,item_19,1,Permintaan Tinggi,30.4,8.31,0.2732,6.86,6.9,23.55,43
store_47,item_2,0,Permintaan Rendah,18.27,5.43,0.2971,-3.5,4.14,21.77,42
store_47,item_20,1,Permintaan Tinggi,30.91,7.98,0.2582,7.9,7.91,23.01,43
store_47,item_21,0,Permintaan Rendah,11.55,4.51,0.3908,-10.09,10.09,21.64,41
store_47,item_22,0,Permintaan Rendah,19.76,5.58,0.2824,-1.41,2.8,21.17,41
store_47,item_23,1,Permintaan Tinggi,36.28,9.03,0.2489,15.03,15.03,21.24,41
store_47,item_24,0,Permintaan Rendah,12.53,4.57,0.3651,-10.8,10.8,23.33,43
store_47,item_25,1,Permintaan Tinggi,33.24,7.97,0.2398,10.96,10.96,22.28,42
store_47,item_26,0,Permintaan Rendah,27.02,6.95,0.2573,2.81,3.48,24.2,44
store_47,item_27,0,Permintaan Rendah,19.09,5.11,0.2677,-3.66,4.06,22.76,43
store_47,item_28,0,Permintaan Rendah,11.28,3.87,0.3431,-11.03,11.03,22.31,42
store_47,item_29,0,Permintaan Rendah,17.74,4.89,0.2756,-7.99,8.04,25.73,46
store_47,item_3,0,Permintaan Rendah,20.9,5.94,0.2839,-4.45,4.57,25.35,45
store_47,item_30,0,Permintaan Rendah,18.37,4.72,0.2568,-2.5,3.31,20.87,41
store_47,item_31,1,Permintaan Tinggi,29.47,6.95,0.236,7.72,7.72,21.74,42
store_47,item_32,0,Permintaan Rendah,27.16,7.35,0.2706,4.98,5.23,22.18,42
store_47,item_33,1,Permintaan Tinggi,34.06,7.63,0.2239,7.99,7.99,26.07,46
store_47,item_34,1,Permintaan Tinggi,34.77,8.6,0.2472,9.69,9.74,25.08,45
store_47,item_35,0,Permintaan Rendah,23.37,6.06,0.2595,-3.51,3.89,26.88,47
store_47,item_36,0,Permintaan Rendah,13.26,4.47,0.3372,-11.6,11.6,24.86,45
store_47,item_37,1,Permintaan Tinggi,29.49,7.6,0.2576,10.87,10.87,18.62,38
store_47,item_38,1,Permintaan Tinggi,31.39,8.74,0.2784,6.86,6.9,24.53,44
store_47,item_39,0,Permintaan Rendah,25.21,6.86,0.2722,-0.79,2.67,26.0,46
store_47,item_4,0,Permintaan Rendah,16.6,5.27,0.3174,-3.06,3.75,19.66,40
store_47,item_40,1,Permintaan Tinggi,30.48,7.71,0.2529,6.06,6.14,24.42,44
store_47,item_41,0,Permintaan Rendah,22.86,6.05,0.2644,-1.61,2.71,24.47,44
store_47,item_42,0,Permintaan Rendah,24.67,7.27,0.2947,2.24,3.14,22.43,42
store_47,item_43,0,Permintaan Rendah,22.14,6.28,0.2835,-1.19,2.9,23.33,43
store_47,item_44,0,Permintaan Rendah,10.09,3.92,0.388,-17.53,17.53,27.62,47
store_47,item_45,0,Permintaan Rendah,25.5,6.24,0.2447,1.83,3.1,23.67,44
store_47,item_46,0,Permintaan Rendah,12.21,3.99,0.3268,-7.77,7.81,19.98,40
store_47,item_47,1,Permintaan Tinggi,35.07,8.54,0.2434,11.9,11.91,23.17,43
store_47,item_48,0,Permintaan Rendah,11.73,3.99,0.3403,-10.66,10.66,22.39,42
store_47,item_49,0,Permintaan Rendah,14.42,4.96,0.344,-10.96,10.96,25.37,45
store_47,item_5,1,Permintaan Tinggi,33.03,8.23,0.2492,10.76,10.76,22.27,42
store_47,item_50,0,Permintaan Rendah,10.7,4.16,0.3888,-12.04,12.04,22.74,43
store_47,item_6,0,Permintaan Rendah,19.77,4.99,0.2526,-3.53,4.01,23.3,43
store_47,item_7,0,Permintaan Rendah,17.35,5.22,0.3007,-2.98,3.48,20.33,40
store_47,item_8,0,Permintaan Rendah,24.19,6.22,0.257,4.01,4.55,20.18,40
store_47,item_9,0,Permintaan Rendah,14.02,4.61,0.3286,-9.45,9.45,23.47,43
store_48,item_1,1,Permintaan Tinggi,34.89,8.14,0.2334,10.66,10.67,24.23,44
store_48,item_10,1,Permintaan Tinggi,30.86,7.18,0.2327,11.34,11.34,19.52,39
store_48,item_11,0,Permintaan Rendah,11.45,4.36,0.3809,-10.15,10.16,21.61,41
store_48,item_12,1,Permintaan Tinggi,29.68,7.3,0.246,7.2,7.26,22.48,42
store_48,item_13,1,Permintaan Tinggi,35.14,8.14,0.2317,11.83,11.85,23.31,43
store_48,item_14,1,Permintaan Tinggi,29.42,6.71,0.2281,6.43,6.55,22.99,43
store_48,item_15,0,Permintaan Rendah,14.5,4.55,0.3138,-9.46,9.46,23.96,44
store_48,item_16,0,Permintaan Rendah,9.21,3.86,0.419,-14.62,14.62,23.83,44
store_48,item_17,1,Permintaan Tinggi,30.62,8.21,0.268,2.8,3.75,27.82,48
store_48,item_18,1,Permintaan Tinggi,27.96,6.87,0.2458,2.25,3.23,25.71,46
store_48,item_19,1,Permintaan Tinggi,28.62,6.71,0.2344,6.16,6.18,22.47,42
store_48,item_2,0,Permintaan Rendah,18.0,5.71,0.317,-4.46,4.68,22.46,42
store_48,item_20,1,Permintaan Tinggi,30.36,8.3,0.2735,5.49,5.62,24.87,45
store_48,item_21,0,Permintaan Rendah,10.87,4.0,0.3679,-12.27,12.27,23.14,43
store_48,item_22,0,Permintaan Rendah,18.54,5.18,0.2794,-7.38,7.43,25.92,46
store_48,item_23,1,Permintaan Tinggi,33.78,8.0,0.2367,12.79,12.79,20.99,41
store_48,item_24,0,Permintaan Rendah,12.01,4.28,0.3562,-14.17,14.17,26.17,46
store_48,item_25,1,Permintaan Tinggi,31.16,7.82,0.251,8.77,8.83,22.39,42
store_48,item_26,0,Permintaan Rendah,25.76,6.49,0.2518,0.65,2.85,25.12,45
store_48,item_27,0,Permintaan Rendah,17.71,5.16,0.2915,-3.83,4.37,21.54,41
store_48,item_28,0,Permintaan Rendah,10.41,4.21,0.4044,-14.4,14.41,24.82,45
store_48,item_29,0,Permintaan Rendah,17.4,5.63,0.3237,-3.16,3.84,20.56,40
store_48,item_3,0,Permintaan Rendah,19.45,5.65,0.2905,-5.03,5.29,24.48,44
store_48,item_30,0,Permintaan Rendah,17.77,4.97,0.2796,-7.46,7.48,25.23,45
store_48,item_31,1,Permintaan Tinggi,29.22,7.94,0.2719,5.77,5.95,23.45,43
store_48,item_32,0,Permintaan Rendah,26.02,7.16,0.275,5.43,5.48,20.59,40
store_48,item_33,1,Permintaan Tinggi,32.46,7.92,0.2439,8.71,8.71,23.75,44
store_48,item_34,1,Permintaan Tinggi,32.47,7.29,0.2245,8.95,8.96,23.52,43
store_48,item_35,0,Permintaan Rendah,22.05,5.93,0.2689,0.55,2.71,21.5,41
store_48,item_36,0,Permintaan Rendah,12.21,4.27,0.3495,-12.42,12.42,24.63,44
store_48,item_37,0,Permintaan Rendah,27.8,6.42,0.231,5.23,5.35,22.58,42
store_48,item_38,1,Permintaan Tinggi,30.16,8.82,0.2923,4.54,4.79,25.62,45
store_48,item_39,0,Permintaan Rendah,23.58,5.53,0.2344,-0.72,2.56,24.29,44
store_48,item_4,0,Permintaan Rendah,16.38,4.75,0.29,-6.28,6.31,22.66,43
store_48,item_40,1,Permintaan Tinggi,29.83,7.58,0.2542,5.99,6.09,23.84,44
store_48,item_41,0,Permintaan Rendah,22.5,5.67,0.2519,1.7,2.86,20.8,41
store_48,item_42,0,Permintaan Rendah,22.81,5.99,0.2627,-3.02,3.74,25.83,46
store_48,item_43,0,Permintaan Rendah,20.84,5.96,0.286,-1.54,2.81,22.38,42
store_48,item_44,0,Permintaan Rendah,9.38,3.95,0.4207,-12.92,12.92,22.3,42
store_48,item_45,0,Permintaan Rendah,24.89,5.95,0.239,0.82,2.72,24.06,44
store_48,item_46,0,Permintaan Rendah,12.14,4.21,0.3471,-11.43,11.43,23.56,43
store_48,item_47,1,Permintaan Tinggi,33.4,7.88,0.2358,11.5,11.5,21.9,42
store_48,item_48,0,Permintaan Rendah,11.55,4.32,0.3741,-14.56,14.56,26.12,46
store_48,item_49,0,Permintaan Rendah,14.01,4.29,0.3064,-8.58,8.58,22.58,42
store_48,item_5,1,Permintaan Tinggi,30.96,7.21,0.2329,4.8,5.09,26.16,46
store_48,item_50,0,Permintaan Rendah,10.1,3.77,0.3736,-10.29,10.29,20.39,40
store_48,item_6,0,Permintaan Rendah,18.7,5.34,0.2857,-8.21,8.26,26.91,47
store_48,item_7,0,Permintaan Rendah,16.6,5.01,0.3016,-5.8,5.95,22.4,42
store_48,item_8,0,Permintaan Rendah,23.58,6.04,0.256,0.35,2.35,23.23,43
store_48,item_9,0,Permintaan Rendah,12.7,4.35,0.3424,-7.63,7.66,20.32,40
store_49,item_1,1,Permintaan Tinggi,48.18,10.67,0.2215,25.33,25.33,22.86,43
store_49,item_10,1,Permintaan Tinggi,41.71,9.14,0.2192,16.14,16.14,25.58,45
store_49,item_11,0,Permintaan Rendah,15.34,4.63,0.3019,-6.36,6.48,21.7,42
store_49,item_12,1,Permintaan Tinggi,41.32,9.07,0.2194,17.7,17.7,23.62,43
store_49,item_13,1,Permintaan Tinggi,48.8,11.28,0.2311,25.36,25.36,23.44,43
store_49,item_14,1,Permintaan Tinggi,41.62,10.78,0.2591,13.63,13.63,27.98,48
store_49,item_15,0,Permintaan Rendah,19.62,6.09,0.3104,-4.35,4.54,23.97,44
store_49,item_16,0,Permintaan Rendah,12.91,4.35,0.3369,-6.4,6.59,19.31,39
store_49,item_17,1,Permintaan Tinggi,43.67,10.39,0.2379,21.74,21.74,21.93,42
store_49,item_18,1,Permintaan Tinggi,39.26,9.76,0.2486,17.49,17.49,21.77,42
store_49,item_19,1,Permintaan Tinggi,39.74,10.03,0.2524,14.27,14.27,25.47,45
store_49,item_2,0,Permintaan Rendah,25.12,6.63,0.2638,2.3,2.98,22.82,43
store_49,item_20,1,Permintaan Tinggi,41.72,9.64,0.2311,19.1,19.1,22.63,42
store_49,item_21,0,Permintaan Rendah,15.78,4.65,0.2946,-6.19,6.21,21.97,42
store_49,item_22,0,Permintaan Rendah,26.09,6.86,0.2631,0.49,2.69,25.6,45
store_49,item_23,1,Permintaan Tinggi,47.74,12.23,0.2562,21.26,21.26,26.48,46
store_49,item_24,0,Permintaan Rendah,17.11,5.03,0.2941,-1.63,2.86,18.74,39
store_49,item_25,1,Permintaan Tinggi,45.01,9.8,0.2177,21.63,21.63,23.38,43
store_49,item_26,1,Permintaan Tinggi,37.05,10.11,0.2728,12.92,12.92,24.14,44
